uid,name,revision,origin,playerid,overallrating,preferredposition1,preferredposition2,preferredposition3,preferredposition4,trait1,trait2,icontrait1,icontrait2,role1,role2,role3,role4,role5,skillmoves,weakfootabilitytypecode,acceleration,sprintspeed,agility,balance,jumping,stamina,strength,reactions,aggression,composure,interceptions,positioning,vision,ballcontrol,crossing,dribbling,finishing,freekickaccuracy,headingaccuracy,longpassing,shortpassing,defensiveawareness,shotpower,longshots,standingtackle,slidingtackle,volleys,curve,penalties,gkdiving,gkhandling,gkkicking,gkreflexes,gkpositioning
12802,Jacob Widell Zetterström,Silver Non-rare,N/A,247022,71,0,-1,-1,-1,0,7,0,0,1,0,0,0,0,0,3,36,40,35,36,59,36,60,66,28,46,13,6,40,23,13,17,17,14,13,30,31,6,44,30,13,11,8,20,12,75,70,59,74,67
12803,Edgar González Estrada,Silver Non-rare,N/A,247500,71,5,-1,-1,-1,0,0,0,0,48,14,0,0,0,1,2,59,67,51,41,74,79,78,72,74,68,71,52,69,63,50,58,52,43,66,68,69,72,57,68,70,69,37,32,32,10,10,10,10,10
12804,Iván Franco,Silver Non-rare,N/A,253240,71,23,-1,-1,-1,1048704,0,0,0,37,25,43,0,0,3,3,82,83,81,80,73,52,57,66,78,51,45,69,68,73,60,72,68,59,62,57,68,40,72,57,22,25,54,57,46,10,10,10,10,10
12805,Patrik Wålemark,Silver Non-rare,N/A,254148,71,16,-1,-1,-1,1048577,0,0,0,30,26,0,0,0,3,2,80,84,84,69,54,74,64,64,50,65,35,68,69,71,67,72,68,65,36,60,68,33,72,60,29,23,55,73,49,10,10,10,10,10
12806,Niklas Hedl,Silver Non-rare,N/A,256938,71,0,-1,-1,-1,1024,18,0,0,45,0,0,0,0,0,2,28,30,36,42,58,25,64,60,17,27,12,5,51,17,12,7,5,10,13,45,24,8,52,45,12,13,7,12,15,73,70,69,73,69
12807,María Gabaldón Romero,Silver Non-rare,N/A,272019,71,3,-1,-1,-1,0,0,0,0,5,48,9,0,0,1,2,69,68,66,70,73,64,67,65,60,61,61,50,57,68,65,63,35,55,69,68,75,70,60,68,77,76,40,48,42,10,10,10,10,10
12808,Leela Egli,Silver Non-rare,N/A,275849,71,25,-1,-1,-1,0,0,0,0,41,26,0,0,0,2,4,78,73,74,73,74,66,64,74,56,59,28,73,69,74,68,72,72,41,61,67,72,24,69,67,48,41,63,51,54,10,10,10,10,10
12809,Luis Palma,Silver Rare,N/A,278069,71,27,-1,-1,-1,1048841,0,0,0,38,27,0,0,0,3,4,73,76,69,73,68,64,61,66,59,74,20,68,74,71,73,73,69,77,56,74,72,27,78,74,30,27,62,77,74,10,10,10,10,10
12810,Kate Wiesner,Silver Non-rare,N/A,71561,71,7,-1,-1,-1,0,0,0,0,7,0,0,0,0,1,3,65,65,72,72,70,75,65,70,52,69,68,58,62,70,69,66,45,50,66,64,70,70,50,64,69,67,46,67,45,10,10,10,10,10
12811,Antonio Manuel Casas Marín,Silver Non-rare,N/A,73408,71,25,-1,-1,-1,0,0,0,0,42,0,0,0,0,1,3,77,78,67,66,84,72,80,65,65,65,32,73,62,68,44,68,72,55,70,55,67,24,74,55,25,28,61,58,75,10,10,10,10,10
12812,Aaron Long,Silver Rare,N/A,222123,71,5,-1,-1,-1,16,0,0,0,48,0,0,0,0,1,3,77,78,68,60,92,79,80,67,75,68,64,52,59,60,38,58,38,34,78,62,66,70,46,62,70,67,51,36,39,10,10,10,10,10
12813,Nemanja Radoja,Silver Non-rare,N/A,225028,71,14,-1,-1,-1,0,0,0,0,20,15,0,0,0,2,4,52,34,59,62,64,66,76,69,70,73,71,63,69,75,57,70,59,48,51,74,78,69,63,74,70,66,61,62,58,10,10,10,10,10
12814,Muhammed Şengezer,Silver Non-rare,N/A,235931,71,0,-1,-1,-1,0,4,0,0,45,0,0,0,0,0,2,34,36,42,32,56,22,58,66,19,39,12,9,32,21,11,10,9,12,13,30,35,10,50,30,13,10,8,12,19,71,68,66,72,70
12815,Nouhou Tolo,Silver Rare,N/A,237469,71,7,-1,-1,-1,136478720,0,0,0,9,48,0,0,0,2,2,84,84,70,67,82,83,76,67,85,61,68,51,50,59,60,58,28,24,59,51,56,65,54,51,73,72,30,50,44,10,10,10,10,10
12816,Nelson Insfrán,Silver Rare,N/A,237576,71,0,-1,-1,-1,0,4,0,0,1,0,0,0,0,0,2,33,30,52,52,65,23,76,69,21,46,8,8,33,20,12,14,8,14,13,39,28,20,50,39,14,13,9,12,19,72,67,67,71,73
12817,Koffi Kouao,Silver Non-rare,N/A,239919,71,3,-1,-1,-1,67387392,0,0,0,5,0,0,0,0,1,3,74,85,74,85,67,80,70,65,78,66,64,62,40,67,63,64,35,35,49,55,69,62,48,55,70,72,28,51,47,10,10,10,10,10
12818,Augusto Lotti,Silver Non-rare,N/A,242019,71,25,-1,-1,-1,0,0,0,0,41,31,0,0,0,2,3,73,85,69,72,83,71,85,64,45,63,19,70,64,73,49,68,74,47,65,60,62,19,75,60,35,31,58,56,66,10,10,10,10,10
12819,Paul Akouokou,Silver Rare,N/A,246947,71,10,-1,-1,-1,0,0,0,0,14,0,0,0,0,1,2,54,56,69,62,66,53,70,68,75,69,70,57,71,72,59,66,54,39,62,72,73,69,65,72,74,72,42,43,49,10,10,10,10,10
12820,Amir Saipi,Silver Non-rare,N/A,247077,71,0,-1,-1,-1,1024,35,0,0,45,0,0,0,0,0,2,31,29,26,24,58,24,60,62,25,31,10,8,68,23,14,17,10,11,17,51,33,24,51,51,13,12,12,14,17,71,69,68,72,72
12821,Armando Méndez,Silver Rare,N/A,253294,71,3,-1,-1,-1,136314880,0,0,0,5,25,0,0,0,1,3,83,78,55,72,82,82,95,66,72,59,66,55,32,57,61,61,41,29,48,47,64,65,33,47,70,74,31,47,39,10,10,10,10,10
12822,Yannik Keitel,Silver Non-rare,N/A,256118,71,10,-1,-1,-1,0,0,0,0,15,13,20,0,0,1,4,63,63,66,65,79,65,73,70,79,64,68,49,65,71,49,62,44,49,75,70,72,64,58,70,74,67,41,42,48,10,10,10,10,10
12823,Nélson Conceição da Luz,Silver Non-rare,N/A,258731,71,12,-1,-1,-1,1048576,0,0,0,26,39,0,0,0,2,3,81,82,83,73,68,79,64,68,44,60,44,67,61,74,61,77,67,44,46,54,65,24,75,54,35,30,61,58,64,10,10,10,10,10
12824,Andrea Adorante,Silver Non-rare,N/A,259107,71,25,-1,-1,-1,536870928,0,0,0,44,0,0,0,0,1,4,72,70,64,63,84,70,76,65,70,61,21,72,54,73,62,71,74,50,71,51,62,45,75,51,34,29,61,62,69,10,10,10,10,10
12825,Jonatan Braut-Brunes,Silver Non-rare,N/A,262314,71,25,-1,-1,-1,536871104,0,0,0,42,0,0,0,0,2,3,75,75,65,63,84,77,83,69,67,70,32,70,55,70,46,65,72,45,68,52,64,35,74,52,34,27,63,51,67,10,10,10,10,10
12826,Naatan Skyttä,Silver Non-rare,N/A,263343,71,14,-1,-1,-1,1056840,0,0,0,22,0,0,0,0,2,2,60,73,66,81,46,77,47,67,40,74,58,64,74,75,63,73,62,58,44,73,75,54,59,73,61,60,51,65,55,10,10,10,10,10
12827,Laurine Pinot,Silver Non-rare,N/A,265916,71,7,-1,-1,-1,0,0,0,0,7,28,0,0,0,1,2,63,68,65,86,69,83,66,69,56,59,71,55,54,70,67,62,51,57,65,60,69,73,51,60,66,63,41,65,47,10,10,10,10,10
12828,Arthur Augusto de Matos Soares,Silver Rare,N/A,275028,71,3,-1,-1,-1,0,0,0,0,6,23,0,0,0,3,3,80,85,78,75,66,65,49,71,63,60,65,63,65,76,74,72,35,42,60,51,73,62,43,51,64,64,38,64,46,10,10,10,10,10
12829,Mirko Topić,Silver Rare,N/A,276302,71,10,-1,-1,-1,737280,0,0,0,17,0,0,0,0,1,3,66,65,57,50,76,65,80,67,74,61,72,58,54,68,55,58,40,43,61,64,73,72,68,64,73,72,34,48,58,10,10,10,10,10
12830,Abdoulie Manneh,Silver Rare,N/A,70902,71,27,-1,-1,-1,35651648,0,0,0,40,43,0,0,0,2,2,85,85,82,71,76,77,66,64,57,67,24,67,71,70,66,69,68,51,58,63,67,25,64,63,23,20,58,61,57,10,10,10,10,10
12831,Nélson Miguel Castro Oliveira,Silver Non-rare,N/A,189303,71,25,-1,-1,-1,16777216,0,0,0,42,0,0,0,0,2,4,64,68,65,64,68,68,77,71,73,73,36,74,69,72,64,68,71,56,67,59,62,27,77,59,40,29,74,63,78,10,10,10,10,10
12832,Patrick Drewes,Silver Non-rare,N/A,210772,71,0,-1,-1,-1,0,3,0,0,45,0,0,0,0,0,2,30,29,31,48,65,41,77,68,35,47,21,13,39,18,15,12,14,14,15,28,25,16,50,28,15,16,15,18,26,73,70,67,70,71
12833,Younes Namli,Silver Non-rare,N/A,226539,71,12,-1,-1,-1,1048840,0,0,0,25,33,0,0,0,2,1,72,64,81,67,59,73,60,66,42,67,52,64,77,76,66,74,63,70,44,68,69,40,67,68,44,40,64,77,64,10,10,10,10,10
12834,Harry Darling,Silver Non-rare,N/A,236551,71,5,-1,-1,-1,16,0,0,0,13,4,0,0,0,1,4,67,68,52,66,79,78,80,68,70,66,68,49,60,64,41,62,40,36,69,64,70,72,53,64,70,69,33,48,40,10,10,10,10,10
12835,Erik Botheim,Silver Non-rare,N/A,239125,71,25,-1,-1,-1,0,0,0,0,41,0,0,0,0,2,3,71,72,71,61,80,73,78,71,57,68,36,73,64,69,54,67,73,47,68,55,66,38,69,55,33,24,66,60,60,10,10,10,10,10
12836,Pelle Mattsson,Silver Non-rare,N/A,250853,71,10,-1,-1,-1,65552,0,0,0,49,20,0,0,0,1,3,59,58,65,64,67,77,71,69,66,68,68,62,63,69,58,67,54,48,55,69,71,69,55,69,71,70,43,50,35,10,10,10,10,10
12837,Jonas Oehmichen,Bronze Non-rare,N/A,264168,64,18,-1,-1,-1,16777216,0,0,0,32,39,0,0,0,2,3,69,67,77,77,43,59,44,62,48,53,42,62,66,66,52,64,53,40,43,63,68,47,46,63,42,37,45,54,44,10,10,10,10,10
12838,Marcelo Fernández,Bronze Non-rare,N/A,274378,64,16,-1,-1,-1,0,0,0,0,27,23,43,0,0,2,3,75,74,64,70,60,55,54,56,40,54,17,65,63,65,58,68,69,40,50,50,57,19,62,50,25,24,52,53,56,10,10,10,10,10
12839,Adama Bojang,Bronze Non-rare,N/A,277578,64,25,-1,-1,-1,0,0,0,0,44,0,0,0,0,2,3,64,71,58,45,67,58,59,63,49,61,29,66,52,62,47,67,63,42,69,41,55,35,64,41,33,30,63,47,61,10,10,10,10,10
12840,Rodrigo Borzone,Bronze Non-rare,N/A,70698,64,0,-1,-1,-1,0,0,0,0,1,0,0,0,0,0,2,20,28,48,33,60,25,76,63,16,22,14,5,48,16,12,6,5,12,12,21,21,7,45,21,11,13,7,12,16,64,61,60,63,64
12841,Karla Brinkmann,Bronze Rare,N/A,70830,64,5,-1,-1,-1,0,0,0,0,11,0,0,0,0,1,3,65,66,65,59,68,67,60,66,57,58,65,39,34,62,36,53,38,35,65,40,62,69,45,40,64,62,29,32,48,10,10,10,10,10
12842,Jarzinho Malanga,Bronze Non-rare,N/A,73585,64,16,-1,-1,-1,8192,0,0,0,30,33,0,0,0,2,3,75,69,74,73,59,62,62,58,38,49,20,58,60,63,64,67,59,42,40,43,62,23,56,43,27,29,52,55,47,10,10,10,10,10
12843,German Barkovskiy,Bronze Rare,N/A,76839,64,25,-1,-1,-1,0,0,0,0,42,32,0,0,0,1,2,55,61,48,48,71,61,75,56,58,51,21,64,57,63,42,58,67,48,65,55,58,31,68,55,29,31,55,40,61,10,10,10,10,10
12844,Jack Fitzwater,Bronze Rare,N/A,231139,64,5,-1,-1,-1,0,0,0,0,12,0,0,0,0,1,3,70,58,61,63,74,67,71,66,66,60,64,35,52,55,28,48,35,36,62,59,57,64,50,59,64,63,37,37,43,10,10,10,10,10
12845,Junshuai Liu,Bronze Rare,N/A,238103,64,5,-1,-1,-1,32784,0,0,0,12,0,0,0,0,1,2,54,67,66,80,75,71,82,61,62,54,63,40,43,54,38,42,32,43,66,58,57,64,44,58,59,60,34,43,40,10,10,10,10,10
12846,Alejandro Molina,Bronze Non-rare,N/A,241932,64,3,-1,-1,-1,0,0,0,0,5,0,0,0,0,1,3,69,75,59,78,53,75,44,51,50,59,55,54,50,55,51,50,50,27,55,48,60,63,39,48,67,64,31,31,48,10,10,10,10,10
12847,Gustav Grubbe,Bronze Rare,N/A,248493,64,3,-1,-1,-1,0,0,0,0,3,0,0,0,0,1,3,68,69,62,64,65,63,61,61,51,48,59,52,47,65,64,64,23,32,56,46,59,58,45,46,61,59,25,46,34,10,10,10,10,10
12848,Joe Lewis,Bronze Non-rare,N/A,250994,64,5,-1,-1,-1,0,0,0,0,12,0,0,0,0,1,3,61,61,63,61,78,74,82,58,68,59,58,36,39,50,39,47,33,23,66,46,54,62,54,46,65,63,25,33,46,10,10,10,10,10
12849,Sebastian Müller,Bronze Rare,N/A,255072,64,23,-1,-1,-1,1048576,0,0,0,35,23,0,0,0,1,3,81,80,82,78,73,60,61,60,40,56,19,63,60,62,58,63,61,36,56,41,60,18,63,41,14,15,38,37,48,10,10,10,10,10
12850,Bo Zhao,Bronze Non-rare,N/A,269536,64,0,-1,-1,-1,0,0,0,0,1,0,0,0,0,0,2,21,16,32,33,47,26,53,50,18,31,13,12,38,13,13,8,9,13,13,22,16,12,44,22,13,15,9,12,15,64,63,58,68,63
12851,Salifou Soumah,Bronze Rare,N/A,270971,64,23,-1,-1,-1,0,0,0,0,35,0,0,0,0,2,3,77,80,63,68,66,61,59,58,36,55,18,63,65,65,58,64,60,44,52,51,56,22,59,51,13,13,51,33,61,10,10,10,10,10
12852,Jaydon Banel,Bronze Rare,N/A,272983,64,16,-1,-1,-1,0,0,0,0,27,0,0,0,0,2,3,80,78,76,82,59,51,51,58,29,58,24,60,58,66,58,67,56,54,45,48,60,26,61,48,30,32,55,55,55,10,10,10,10,10
12853,Milen Zhelev,Bronze Non-rare,N/A,276142,64,3,-1,-1,-1,0,0,0,0,3,7,0,0,0,2,3,65,63,60,82,60,68,73,65,78,59,64,45,35,58,54,54,28,32,43,48,58,65,30,48,62,63,28,39,35,10,10,10,10,10
12854,Ayman El Wafi,Bronze Non-rare,N/A,276657,64,5,-1,-1,-1,0,0,0,0,13,0,0,0,0,1,3,54,56,63,58,67,66,72,62,67,59,61,36,44,63,46,58,29,31,59,62,65,66,48,62,64,64,26,40,33,10,10,10,10,10
12855,Matías Perelló,Bronze Rare,N/A,70685,64,12,-1,-1,-1,0,0,0,0,26,22,0,0,0,2,3,79,59,91,69,56,62,37,57,36,61,28,61,56,61,59,74,64,49,55,53,58,27,68,53,32,31,57,61,60,10,10,10,10,10
12856,Michael Cheek,Bronze Rare,N/A,72457,64,25,-1,-1,-1,16,0,0,0,41,0,0,0,0,1,3,60,59,55,48,75,83,78,64,50,60,27,65,50,62,37,57,65,33,64,39,58,29,67,39,35,22,62,39,61,10,10,10,10,10
12857,Liliana Merolla,Bronze Non-rare,N/A,76854,64,0,-1,-1,-1,0,0,0,0,1,0,0,0,0,0,2,20,32,26,43,36,28,30,67,26,37,7,5,23,18,12,10,5,12,14,28,19,9,42,28,10,12,7,10,13,59,60,56,66,68
12858,Mathías Tomás,Bronze Non-rare,N/A,78315,64,18,-1,-1,-1,0,0,0,0,31,0,0,0,0,2,3,68,66,76,82,45,59,47,62,63,63,24,64,67,62,51,65,60,38,39,65,66,31,41,65,37,46,39,40,40,10,10,10,10,10
12859,Artur Jędrzejczyk,Bronze Rare,N/A,177790,64,5,-1,-1,-1,134742016,0,0,0,13,0,0,0,0,1,3,33,34,56,61,66,66,80,60,83,64,63,58,50,54,61,60,43,34,64,62,59,61,69,62,61,60,52,47,34,10,10,10,10,10
12860,Onurcan Piri,Bronze Rare,N/A,223174,64,0,-1,-1,-1,0,0,0,0,2,0,0,0,0,0,2,18,20,23,22,46,26,53,58,18,34,9,8,15,10,9,8,7,9,13,18,33,6,43,18,11,9,8,10,28,65,64,57,65,64
12861,Dylan Borrero,Bronze Non-rare,N/A,248281,64,16,-1,-1,-1,0,0,0,0,27,0,0,0,0,3,4,72,74,73,70,56,64,58,53,46,62,39,52,61,73,48,77,53,37,44,59,60,15,60,59,11,15,42,36,40,10,10,10,10,10
12862,Alexandre Phliponeau,Bronze Non-rare,N/A,248584,64,10,-1,-1,-1,1024,0,0,0,16,20,0,0,0,1,3,45,44,56,74,55,73,63,61,61,46,62,33,70,64,52,60,36,58,53,63,65,57,58,63,60,62,40,57,54,10,10,10,10,10
12863,Michel Stöcker,Bronze Non-rare,N/A,252902,64,7,-1,-1,-1,66560,0,0,0,9,0,0,0,0,1,3,63,64,65,66,65,80,59,62,61,52,60,45,39,58,57,47,32,37,61,50,59,62,56,50,64,61,43,39,37,10,10,10,10,10
12864,Wahid Faghir,Bronze Rare,N/A,257399,64,25,-1,-1,-1,0,0,0,0,42,0,0,0,0,2,3,67,66,64,67,76,56,77,56,49,62,19,64,58,64,31,63,64,40,62,42,54,29,73,42,21,16,58,46,53,10,10,10,10,10
12865,Nils Piwernetz,Bronze Rare,N/A,263307,64,7,-1,-1,-1,0,0,0,0,7,0,0,0,0,1,2,74,69,80,77,69,63,60,55,65,48,61,42,39,60,54,56,27,28,58,35,58,61,38,35,66,66,20,29,30,10,10,10,10,10
12866,Pascal Fallmann,Bronze Rare,N/A,270994,64,3,-1,-1,-1,0,0,0,0,6,0,0,0,0,1,2,74,72,72,70,62,73,55,58,54,54,61,56,47,57,61,60,22,50,51,49,59,61,25,49,60,61,25,53,33,10,10,10,10,10
12867,Deniz Dilmen,Bronze Rare,N/A,275624,64,0,-1,-1,-1,0,0,0,0,1,0,0,0,0,0,2,22,23,21,24,53,25,64,59,16,45,10,5,40,16,13,13,8,13,10,25,28,8,43,25,12,14,6,12,12,65,64,57,67,59
12868,Iván Garriel Múñoz,Bronze Non-rare,N/A,278008,64,7,-1,-1,-1,0,0,0,0,7,0,0,0,0,1,3,75,72,59,72,56,58,47,64,57,49,60,67,39,56,60,70,32,54,50,49,53,63,32,49,63,65,34,41,51,10,10,10,10,10
12869,Mathis Lambourde,Bronze Rare,N/A,278230,64,12,-1,-1,-1,0,0,0,0,23,0,0,0,0,2,3,79,78,73,68,56,43,61,56,29,57,18,60,56,67,59,70,59,47,24,45,61,21,69,45,21,23,52,54,60,10,10,10,10,10
12870,João Gabriel Martins Peglow,Bronze Rare,N/A,71914,64,16,-1,-1,-1,0,0,0,0,29,33,0,0,0,3,3,74,71,69,74,45,49,42,51,38,53,23,60,58,69,60,68,69,49,41,59,62,25,73,59,26,27,56,55,54,10,10,10,10,10
12871,Julien Kouadio,Bronze Rare,N/A,73082,64,5,-1,-1,-1,0,0,0,0,48,5,0,0,0,1,3,69,64,53,67,79,63,79,58,58,44,62,37,33,57,55,59,26,29,66,38,58,59,31,38,67,64,27,44,37,10,10,10,10,10
12872,Élisa Rambaud,Bronze Non-rare,N/A,75177,64,12,-1,-1,-1,0,0,0,0,23,0,0,0,0,2,3,62,61,59,65,46,58,40,58,50,52,45,59,57,70,53,67,64,39,50,60,69,38,50,60,55,49,37,40,44,10,10,10,10,10
12873,Aymen Sliti,Bronze Non-rare,N/A,75535,64,27,-1,-1,-1,0,0,0,0,38,0,0,0,0,2,3,77,79,85,79,46,54,41,56,48,56,19,56,55,66,66,68,56,44,40,49,58,27,66,49,28,30,47,64,56,10,10,10,10,10
12874,Rayan Fofana,Bronze Non-rare,N/A,77633,64,25,-1,-1,-1,0,0,0,0,41,0,0,0,0,2,3,71,77,68,65,67,53,58,60,45,59,23,63,49,64,49,67,65,38,59,48,57,18,66,48,25,20,57,44,64,10,10,10,10,10
12875,Sam Vokes,Bronze Rare,N/A,179746,64,25,-1,-1,-1,536870928,0,0,0,41,0,0,0,0,1,3,34,33,45,52,73,66,91,68,75,68,42,70,58,62,59,53,63,46,70,50,61,42,72,50,38,29,65,58,66,10,10,10,10,10
12876,Alexander Hahn,Bronze Non-rare,N/A,205433,64,5,-1,-1,-1,0,0,0,0,13,0,0,0,0,1,2,55,63,50,57,76,61,82,61,66,65,56,39,38,53,33,46,35,57,68,55,59,60,55,55,66,60,30,48,43,10,10,10,10,10
12877,Alexandar Borković,Bronze Rare,N/A,235995,64,5,-1,-1,-1,0,0,0,0,11,0,0,0,0,1,3,62,57,66,66,73,64,73,62,60,63,66,31,60,51,40,47,31,28,65,59,63,65,45,59,64,63,32,33,42,10,10,10,10,10
12878,Noah Persson,Silver Non-rare,N/A,262216,67,7,-1,-1,-1,4096,0,0,0,9,0,0,0,0,1,3,79,78,75,75,70,72,68,60,44,55,60,56,49,64,68,65,53,44,50,56,66,59,54,56,62,62,39,44,50,10,10,10,10,10
12879,Jones El-Abdellaoui,Bronze Rare,N/A,270860,64,12,-1,-1,-1,0,0,0,0,23,0,0,0,0,2,2,81,79,76,64,58,50,44,59,42,61,20,59,60,62,60,63,61,46,54,53,62,25,59,53,24,23,53,56,49,10,10,10,10,10
12880,Ollie Tanner,Silver Non-rare,N/A,269175,67,12,-1,-1,-1,0,0,0,0,24,28,0,0,0,2,2,76,72,73,70,68,64,55,63,51,62,50,61,62,67,64,69,61,52,58,59,64,55,67,59,58,49,61,63,47,10,10,10,10,10
12881,Severin Ottiger,Silver Non-rare,N/A,270928,67,3,-1,-1,-1,134217728,0,0,0,5,0,0,0,0,2,3,69,73,77,63,62,72,69,63,67,56,63,44,51,67,66,66,47,35,47,65,66,64,58,65,63,61,33,57,42,10,10,10,10,10
12882,Nikola Vasić,Silver Non-rare,N/A,272916,67,25,-1,-1,-1,537395232,0,0,0,41,0,0,0,0,2,3,68,69,55,52,84,65,91,65,61,60,58,69,64,63,33,60,70,38,68,53,63,44,64,53,53,48,70,32,60,10,10,10,10,10
12883,Chiara Hahn,Silver Non-rare,N/A,273567,67,3,-1,-1,-1,0,0,0,0,6,0,0,0,0,2,3,69,69,60,41,59,71,50,70,56,54,68,63,64,73,57,70,68,36,56,65,70,55,59,65,63,59,28,34,46,10,10,10,10,10
12884,Savy King,Silver Non-rare,N/A,71556,67,5,-1,-1,-1,0,0,0,0,48,0,0,0,0,1,4,66,67,60,64,71,66,67,67,67,56,68,59,29,69,60,67,50,50,67,64,68,67,54,64,68,66,33,56,37,10,10,10,10,10
12885,Brice Ambina,Silver Non-rare,N/A,76477,67,10,-1,-1,-1,0,0,0,0,49,0,0,0,0,1,3,70,67,79,73,61,77,65,64,66,63,63,59,65,66,46,60,49,50,45,66,67,64,62,66,64,62,41,44,51,10,10,10,10,10
12886,Lindon Emërllahu,Silver Non-rare,N/A,77233,67,10,-1,-1,-1,0,0,0,0,14,18,0,0,0,1,4,64,63,60,59,67,69,69,65,69,59,65,58,57,64,58,59,55,55,58,66,68,65,63,66,64,64,55,50,48,10,10,10,10,10
12887,Katie O'Kane,Silver Non-rare,N/A,77548,67,14,-1,-1,-1,0,0,0,0,22,0,0,0,0,1,3,70,72,71,67,61,69,55,66,57,53,64,65,65,73,58,69,64,42,54,65,71,42,56,65,59,55,43,38,44,10,10,10,10,10
12888,Renan Ribeiro,Silver Non-rare,N/A,194781,67,0,-1,-1,-1,0,0,0,0,1,0,0,0,0,0,2,55,48,59,29,68,30,70,71,13,46,26,11,50,19,12,14,12,11,16,11,19,18,47,11,18,12,9,18,14,68,63,62,68,64
12889,Long Tan,Silver Non-rare,N/A,202855,67,25,-1,-1,-1,145,0,0,0,42,38,0,0,0,3,2,72,73,60,63,82,71,81,68,67,63,39,68,62,66,60,65,67,62,64,58,63,36,68,58,26,29,62,63,67,10,10,10,10,10
12890,Héctor Villalba,Silver Non-rare,N/A,215107,67,23,-1,-1,-1,6291968,0,0,0,36,23,27,0,0,3,4,76,74,78,71,69,64,56,68,65,66,38,68,63,65,61,66,63,55,59,59,65,44,80,59,49,30,68,67,61,10,10,10,10,10
12891,Marcos Felipe de Freitas Monteiro,Silver Non-rare,N/A,219339,67,0,-1,-1,-1,0,0,0,0,1,0,0,0,0,0,3,43,45,50,54,59,29,58,55,25,32,20,18,20,25,14,21,19,20,16,23,27,21,46,23,16,15,18,14,26,69,60,61,74,69
12892,Stefano Vecchia,Silver Non-rare,N/A,220649,67,16,-1,-1,-1,1048705,0,0,0,30,33,43,0,0,3,3,78,74,75,76,61,52,69,65,50,72,35,67,66,67,63,68,70,59,34,58,65,44,73,58,32,26,63,77,63,10,10,10,10,10
12893,Leonardo de Souza Sena,Silver Non-rare,N/A,235108,67,10,-1,-1,-1,0,0,0,0,16,21,0,0,0,1,4,68,66,72,67,67,59,64,56,65,76,59,55,70,65,63,68,45,47,59,74,74,67,56,74,66,61,43,44,50,10,10,10,10,10
12894,Bilel Aouacheria,Silver Non-rare,N/A,240943,67,27,-1,-1,-1,1048576,0,0,0,38,35,0,0,0,2,4,71,71,72,63,73,67,71,63,68,72,41,62,61,70,64,73,65,54,58,54,63,31,75,54,39,34,63,64,58,10,10,10,10,10
12895,Jérémy Guillemenot,Silver Non-rare,N/A,245218,67,25,-1,-1,-1,0,0,0,0,42,26,30,0,0,2,4,76,78,66,69,76,68,66,65,65,61,32,71,65,67,61,65,67,65,64,59,64,30,66,59,42,36,63,66,70,10,10,10,10,10
12896,Matthias Phaëton,Silver Rare,N/A,246230,67,16,-1,-1,-1,0,0,0,0,27,0,0,0,0,2,3,81,87,75,62,82,79,81,59,63,66,20,62,57,66,56,66,61,47,55,54,65,22,65,54,34,27,61,59,60,10,10,10,10,10
12897,Matěj Hanousek,Silver Non-rare,N/A,247203,67,7,-1,-1,-1,268468224,0,0,0,7,0,0,0,0,1,2,74,76,72,68,75,80,73,64,65,61,63,58,61,63,63,63,35,57,58,53,63,60,62,53,63,60,36,51,31,10,10,10,10,10
12898,Zhen Ma,Silver Rare,N/A,250978,67,0,-1,-1,-1,0,0,0,0,1,0,0,0,0,0,2,53,55,55,54,57,36,51,67,21,15,18,12,51,13,12,11,12,11,11,12,13,15,45,12,16,18,14,12,10,66,68,60,68,61
12899,Jomaine Consbruch,Silver Non-rare,N/A,252125,67,14,-1,-1,-1,0,0,0,0,18,26,33,0,0,2,3,76,66,83,84,56,74,42,67,63,63,59,64,66,69,55,69,60,43,43,64,69,52,68,64,60,59,49,53,43,10,10,10,10,10
12900,Matthew Sorinola,Silver Non-rare,N/A,252555,67,3,-1,-1,-1,0,0,0,0,3,7,0,0,0,2,4,77,77,81,72,67,76,59,63,66,58,62,57,59,63,61,65,47,36,53,60,62,62,54,60,64,62,32,59,44,10,10,10,10,10
12901,Marcel Guaramato,Silver Non-rare,N/A,254672,67,3,-1,-1,-1,0,0,0,0,46,48,0,0,0,1,2,79,77,72,55,74,59,70,55,72,62,68,68,60,62,68,61,48,26,55,48,64,63,55,48,64,62,32,50,32,10,10,10,10,10
12902,Fredrik Oppegård,Silver Non-rare,N/A,260100,67,7,-1,-1,-1,0,0,0,0,10,0,0,0,0,2,4,78,80,76,70,67,69,60,63,52,50,63,54,52,62,65,64,56,55,50,59,64,58,59,59,65,63,33,51,46,10,10,10,10,10
12903,Nathan Ngoy,Silver Rare,N/A,262071,67,5,-1,-1,-1,0,0,0,0,48,4,0,0,0,1,3,76,80,67,66,76,66,81,64,68,57,66,40,29,67,54,68,38,16,66,58,60,66,69,58,64,63,34,32,24,10,10,10,10,10
12904,Guilherme Borges Guedes,Silver Non-rare,N/A,263634,67,14,-1,-1,-1,0,0,0,0,18,0,0,0,0,2,3,68,64,67,60,54,61,58,63,57,72,62,63,68,72,60,68,62,51,43,68,70,54,52,68,68,55,53,52,55,10,10,10,10,10
