playerid,firstname,surname,playerjerseyname,commonname,overallrating,gkglovetypecode,role5,role2,role1,eyebrowcode,skintypecode,haircolorcode,facialhairtypecode,curve,jerseystylecode,agility,tattooback,accessorycode4,gksavetype,positioning,tattooleftarm,hairtypecode,facepsdlayer0,standingtackle,preferredposition3,longpassing,penalties,animfreekickstartposcode,lipcolor,isretiring,longshots,gkdiving,icontrait2,interceptions,shoecolorcode2,crossing,potential,gkreflexes,finishingcode1,reactions,composure,skinsurfacepack,vision,contractvaliduntil,finishing,dribbling,slidingtackle,accessorycode3,preferredposition5,accessorycolourcode1,headtypecode,driref,sprintspeed,undershortstyle,height,hasseasonaljersey,tattoohead,preferredposition2,strength,shoetypecode,birthdate,preferredposition1,tattooleftleg,skinmakeup,ballcontrol,phypos,shotpower,trait1,socklengthcode,weight,hashighqualityhead,eyedetail,tattoorightarm,icontrait1,balance,gender,headassetid,gkkicking,defspe,internationalrep,preferredposition6,shortpassing,freekickaccuracy,skillmoves,faceposerpreset,usercaneditname,avatarpomid,finishingcode2,aggression,acceleration,paskic,headingaccuracy,iscustomized,preferredposition7,runningcode2,modifier,gkhandling,eyecolorcode,jerseysleevelengthcode,sockstylecode,accessorycolourcode3,accessorycode1,playerjointeamdate,headclasscode,tattoofront,nationality,preferredfoot,sideburnscode,weakfootabilitytypecode,jumping,personality,gkkickstyle,stamina,firstnameid,accessorycolourcode4,gkpositioning,headvariation,skillmoveslikelihood,trait2,shohan,skintonecode,shortstyle,role3,smallsidedshoetypecode,emotion,runstylecode,facepsdlayer1,muscularitycode,skincomplexion,jerseyfit,accessorycode2,shoedesigncode,shoecolorcode1,hairstylecode,bodytypecode,animpenaltiesstartposcode,pacdiv,defensiveawareness,runningcode1,preferredposition4,volleys,accessorycolourcode2,tattoorightleg,facialhaircolorcode,lastnameid,playerjerseynameid,commonnameid,role4
238363,,,,,72,0,0,24,25,2290101,0,0,16,72,1,74,0,0,0,65,0,1281,0,68,-1,56,59,0,0,0,65,15,0,65,31,71,72,15,0,67,64,223101,62,2028,63,71,64,0,-1,0,537,71,80,0,182,3,0,23,67,123,151015,12,0,0,70,73,70,2297864,0,77,0,2,0,0,74,0,238363,7,65,1,-1,70,70,2,0,0,0,0,63,86,67,56,0,-1,0,1,7,9,0,1,0,0,160602,1,0,181,1,0,4,76,2,0,91,30799,0,9,0,2,0,64,4,0,0,503,3,0,0,0,4,0,0,0,30,0,1,0,83,65,0,-1,56,0,0,0,27728,27728,0,0
238368,,,,,66,0,0,42,43,2190000,0,5,251,57,1,78,0,0,0,66,0,119,0,31,-1,59,59,0,0,0,62,14,0,40,31,60,69,14,8,65,63,223101,65,2027,65,65,34,0,-1,0,13,67,78,0,180,3,0,18,61,379,152223,25,0,0,65,58,66,64,1,75,0,2,0,0,71,0,238368,5,38,1,-1,64,40,2,0,0,0,0,37,80,61,59,0,-1,0,0,12,4,0,1,0,0,161372,1,0,14,1,0,3,73,2,0,64,17777,0,11,0,2,0,64,2,0,33,502,3,0,0,0,3,0,0,0,30,0,1,0,79,39,0,-1,63,0,0,5,24443,24443,0,0
238370,,,,,74,0,0,13,11,2150101,0,5,243,34,1,62,0,0,0,28,0,1078,0,77,-1,63,30,0,0,0,22,6,0,71,31,27,76,5,0,71,69,232001,54,2027,21,59,73,0,-1,0,24,62,65,0,193,3,0,-1,82,362,151543,5,0,0,64,76,40,66560,0,85,1,2,0,0,52,0,238370,14,74,1,-1,67,25,1,0,0,0,0,76,56,52,76,0,-1,0,0,6,8,0,1,0,0,161351,0,0,10,1,0,3,83,3,0,63,23716,0,8,0,1,2048,26,2,0,0,501,4,0,4,0,2,0,0,0,30,0,5,0,61,73,0,-1,25,0,0,3,29891,29891,0,0
238375,,,,,68,0,0,7,13,40101,0,0,0,53,1,67,0,0,0,60,0,101,0,68,16,54,50,0,0,0,40,13,0,65,9,62,68,12,0,62,49,232001,50,2025,46,52,67,0,-1,0,1536,61,80,0,180,3,0,7,72,2,150262,5,0,0,73,73,40,16384,0,76,0,2,0,0,68,0,238375,7,66,1,-1,60,45,2,0,0,0,0,73,79,56,65,0,-1,0,0,10,9,0,1,0,0,160421,1,0,53,2,0,3,80,3,0,75,17992,0,5,0,2,0,44,6,0,0,503,3,0,0,0,1,0,0,0,18,0,2,0,80,66,0,-1,26,0,0,0,32334,32334,0,0
238379,,,,,68,0,0,0,18,40101,0,0,257,45,1,74,0,0,0,63,0,239,2,68,7,65,41,0,0,0,38,13,0,66,31,65,72,12,0,71,67,223101,70,2026,55,73,61,0,-1,0,1004,73,65,0,187,3,0,18,74,41,152437,14,0,0,74,68,51,0,0,82,1,2,0,0,74,0,238379,13,66,1,-1,73,40,2,0,0,0,0,67,69,67,60,0,-1,0,0,9,9,0,1,0,0,159565,0,0,13,2,0,3,74,2,0,55,27153,0,6,0,2,2048,49,6,0,0,502,2,0,3,0,2,0,0,0,30,0,5,0,67,67,0,-1,32,0,0,0,26602,26602,0,0
238380,,,,,92,2,0,0,102,1140103,0,6,0,24,0,68,0,0,0,19,0,115,0,20,-1,32,45,0,0,0,22,93,4,29,15,32,92,94,0,91,68,260101,70,2028,14,24,19,0,-1,0,15,94,53,0,189,1,0,-1,76,1,126747,0,0,0,42,93,56,0,0,82,1,2,0,0,63,0,238380,75,60,5,-1,33,29,0,0,0,0,0,59,64,75,19,0,-1,0,1,89,1,1,1,0,0,160432,0,0,40,1,0,3,85,5,1,44,21515,0,93,0,0,512,89,4,0,0,500,2,0,4,0,1,2,0,0,0,0,5,0,93,20,0,-1,22,0,0,6,39401,39401,0,0
238381,,,,,65,2,0,0,1,30301,0,6,0,21,0,50,0,0,0,32,0,137,0,17,-1,29,42,0,0,0,19,65,0,39,15,29,65,65,0,65,71,223101,75,2028,11,21,16,0,-1,0,15,65,50,0,189,1,0,-1,50,1,126747,0,0,0,38,65,49,0,0,82,0,0,0,0,50,0,238380,65,50,1,-1,30,26,0,0,0,0,0,61,50,65,16,0,-1,0,0,65,5,1,1,0,0,161725,0,0,40,1,0,3,50,3,1,50,21515,0,65,2,0,0,65,2,0,0,500,2,0,4,0,1,2,0,0,0,0,4,0,65,17,0,-1,19,0,0,6,39401,39401,0,0
238382,,,,,90,0,0,31,132,1140401,0,0,16,88,1,82,0,0,0,92,0,103,0,40,-1,78,92,0,0,0,89,7,0,39,15,87,90,8,2,87,91,232001,92,2028,93,93,34,0,-1,0,2001,91,83,0,174,1,0,25,63,1,143201,18,0,0,93,66,84,1056840,0,74,0,0,0,1,77,0,1075,12,41,5,-1,87,89,3,0,0,0,0,57,84,87,74,0,-1,0,0,12,3,0,1,0,0,160432,0,0,27,1,0,5,57,5,0,81,1470,0,7,0,3,4608,90,3,0,141,500,3,0,0,0,1,2,0,0,0,0,293,0,83,36,11,-1,85,0,0,3,8884,8884,0,0
238383,,,,,65,0,0,0,31,30301,0,3,0,66,0,65,0,0,0,65,0,25,0,66,-1,66,66,0,0,0,65,7,0,65,15,66,65,11,2,65,65,223101,65,2028,65,65,66,0,-1,0,2001,65,65,0,174,1,0,-1,65,1,143201,18,0,0,65,65,65,3145728,0,71,0,0,0,0,65,0,1075,12,65,1,-1,65,66,3,0,0,0,0,65,65,65,65,0,-1,0,0,9,3,0,1,0,0,161725,0,0,27,1,0,5,65,4,0,65,1470,0,11,1,3,0,65,3,0,0,500,3,0,0,0,1,2,0,0,0,0,293,0,65,65,11,-1,66,0,0,3,8884,8884,0,0
238384,,,,,89,0,0,11,112,2010000,0,6,0,49,1,52,0,0,0,39,0,11,0,92,-1,71,53,0,0,0,40,11,0,93,15,68,89,13,0,87,82,232001,55,2028,39,50,88,0,-1,0,1509,59,74,0,178,0,0,3,91,1,144452,5,0,0,66,88,69,68042768,0,80,0,0,0,32768,55,0,13038,7,91,5,-1,74,46,1,0,0,0,0,88,69,66,90,0,-1,0,1,6,5,0,1,0,0,160432,0,0,45,1,0,3,84,5,0,83,6371,0,8,0,1,4608,46,3,0,103,500,4,0,4,0,1,0,0,0,0,0,3,0,72,90,0,-1,40,0,0,6,30206,30205,6373,0
238388,,,,,90,0,0,132,141,2080000,0,1,0,80,0,80,0,0,0,92,0,141,1,39,-1,75,92,0,0,0,83,9,0,31,15,82,90,8,0,93,93,232001,89,2028,91,87,34,0,-1,0,6,88,82,0,183,1,0,18,75,1,141192,25,0,0,92,76,89,8579,0,78,0,0,0,4194304,80,0,4000,8,35,5,-1,88,82,3,0,0,0,0,72,84,84,62,0,-1,0,4,12,8,0,1,0,0,160432,0,0,34,1,0,4,76,4,0,80,9011,0,15,0,3,0,89,2,0,0,500,2,0,4,0,1,0,0,0,0,0,2,0,83,26,0,-1,91,0,0,1,4285,4285,0,0
238389,,,,,69,0,0,12,11,2150101,0,2,259,28,1,42,0,0,0,34,0,681,0,70,-1,65,31,0,0,0,54,13,0,70,31,44,73,15,0,67,64,223101,53,2026,20,60,69,0,-1,0,2017,59,51,0,188,3,0,3,74,86,152327,5,0,0,62,72,69,66560,0,80,0,2,0,0,52,0,238389,11,70,1,-1,65,31,1,0,0,0,0,69,53,55,70,0,-1,0,0,10,2,0,1,0,0,160230,1,0,14,1,0,3,71,4,0,71,4136,0,5,0,1,0,39,1,0,4,501,3,0,0,0,1,0,0,0,30,0,5,0,52,70,0,-1,34,0,0,2,38844,38844,0,0
238391,,,,,71,0,0,24,5,1360101,0,0,289,48,1,79,0,0,0,43,0,240,0,72,-1,55,41,0,0,0,42,10,0,68,26,59,72,8,0,68,69,232001,51,2026,35,69,68,0,-1,1,1024,70,81,0,176,0,0,12,79,2,151530,3,0,0,68,76,50,65536,0,74,0,2,0,0,74,0,238391,7,70,1,-1,68,38,1,0,0,0,0,71,78,58,65,0,-1,0,2,15,9,0,1,0,16,160602,1,0,110,1,0,3,83,3,0,71,14241,0,14,0,1,256,40,9,0,0,503,2,0,0,0,9,0,0,0,20,0,3,0,80,71,0,-1,27,0,0,0,18715,18715,0,0
238392,,,,,73,0,0,16,14,2180101,0,0,40,54,1,68,0,0,0,62,0,239,0,75,-1,72,54,0,0,0,56,12,0,73,31,60,76,9,0,71,68,232001,68,2027,47,70,71,0,-1,1,1004,70,50,0,182,0,0,14,68,134,151600,10,0,0,72,70,68,0,0,72,0,2,0,0,70,0,238392,5,70,1,-1,75,45,1,0,0,0,0,71,62,68,50,0,-1,0,1,10,9,0,1,0,16,160801,1,0,117,1,0,3,63,3,0,76,10608,0,12,0,1,0,54,10,0,18,501,3,0,0,0,9,0,0,0,30,0,2,0,55,70,0,-1,50,0,0,0,28471,28471,0,0
238395,,,,,65,0,0,38,31,30301,0,0,0,66,0,65,0,0,0,65,0,87,2,66,-1,65,66,2,0,0,65,6,0,65,15,66,65,10,0,65,65,223101,65,2028,65,65,66,0,-1,0,1015,65,65,0,180,1,0,27,65,1,145160,18,0,0,65,65,66,1048579,0,76,0,0,0,0,65,0,28130,6,66,1,-1,65,66,4,0,0,0,0,65,65,65,66,0,-1,0,0,12,9,0,1,0,0,161725,0,0,54,1,0,4,65,2,0,65,31724,0,10,1,4,0,65,7,0,0,500,3,0,3,0,1,0,0,0,0,0,21,6,65,65,0,-1,66,0,0,0,40551,31723,31723,0
238399,,,,,93,0,0,0,31,2090501,0,22,255,89,0,75,0,0,0,92,0,25,0,75,-1,93,89,0,0,0,91,14,0,80,0,90,93,6,0,95,91,252102,95,2028,89,94,64,0,-1,0,20,92,81,0,185,1,0,14,89,0,142332,18,0,0,96,84,88,1048577,0,78,1,2,0,1024,83,0,238399,6,72,5,-1,95,91,4,0,0,0,0,72,83,93,86,0,-1,0,0,7,7,0,1,0,0,161251,0,0,18,1,0,5,92,4,0,81,40325,0,6,0,4,0,90,3,0,0,500,4,0,0,0,2,0,0,0,0,0,85,0,82,62,0,-1,93,0,0,22,40288,40288,0,0
238409,,,,,71,0,0,25,5,2190101,0,19,27,57,1,84,0,0,0,70,0,3,4,63,-1,62,49,0,0,0,45,9,0,72,31,68,71,10,11,67,64,232001,62,2027,49,69,61,0,-1,3,1528,70,85,0,179,3,0,12,70,379,151906,3,0,0,66,73,42,2162688,2,76,1,2,0,0,80,0,238409,8,65,1,-1,67,48,2,0,0,0,8,66,88,64,69,0,-1,0,2,6,5,0,1,0,8,160670,0,0,95,1,0,3,90,4,0,80,23805,0,11,0,1,2048,47,4,0,0,501,2,0,3,0,2,0,0,0,30,0,2,0,86,63,0,-1,39,0,0,5,12174,12174,0,0
238410,,,,,59,0,0,0,18,2290501,1,20,260,42,1,78,0,0,0,57,0,672,0,57,-1,59,56,0,0,0,48,11,0,60,31,49,61,8,0,60,54,223101,57,2026,48,56,56,0,-1,0,47,60,62,0,175,0,0,10,61,160,152359,14,0,0,58,67,58,524288,0,73,0,2,0,0,84,0,238410,5,57,1,-1,61,41,1,0,0,0,0,79,60,56,54,0,-1,0,0,13,2,0,1,0,0,160241,1,0,35,1,0,3,60,4,0,70,21617,0,12,0,1,0,51,1,0,0,501,4,0,0,0,1,0,0,0,30,0,2,0,61,56,0,-1,43,0,0,3,7875,7875,0,0
238412,,,,,72,0,0,27,30,120000,0,3,0,51,1,71,0,0,0,75,0,534,0,25,-1,58,60,0,0,0,57,5,0,20,31,72,72,9,0,67,63,133001,64,2026,66,73,25,0,-1,0,7007,73,81,0,164,3,0,27,56,84,150757,16,0,0,76,56,61,0,2,58,1,2,0,0,79,1,238412,11,34,1,-1,69,36,2,0,0,0,0,40,75,64,34,0,-1,0,1,9,3,0,1,0,0,161515,0,0,54,1,0,3,55,2,0,67,12633,0,15,0,2,0,63,2,0,0,503,2,0,0,0,5,0,0,0,30,0,8,0,78,56,0,-1,61,0,0,3,17911,12591,12591,0
238413,,,,,61,0,0,0,41,60101,0,0,251,46,1,61,0,0,0,60,0,53,0,21,-1,52,58,0,0,0,51,11,0,19,10,39,62,13,0,62,53,223101,48,2027,66,58,17,0,-1,0,1547,58,66,0,183,3,0,-1,61,1,151927,25,0,0,57,54,56,0,0,75,0,0,0,0,62,0,238413,6,23,1,-1,56,39,2,0,0,0,0,32,61,49,65,0,-1,0,0,11,9,0,1,0,0,161746,1,0,27,1,0,3,67,3,0,55,2350,0,10,0,2,0,60,2,0,0,501,3,0,0,0,2,2,0,0,15,0,1,0,64,15,0,-1,52,0,0,0,0,0,0,0
238415,,,,,65,0,0,11,7,30301,0,2,0,66,0,66,0,0,0,66,0,141,3,65,10,66,66,0,0,0,66,7,0,65,15,65,65,8,0,65,66,223101,66,2028,66,66,65,0,-1,0,4003,66,65,0,185,1,0,5,65,1,141692,7,0,0,65,65,66,0,1,77,0,0,0,0,65,0,1620,12,65,1,-1,65,66,2,0,0,0,0,66,65,65,65,0,-1,0,0,7,10,0,1,0,0,161725,0,0,18,2,0,3,65,4,0,65,10769,0,12,1,2,0,66,2,0,14,500,4,0,4,0,1,0,0,0,0,0,5,0,65,65,0,-1,66,0,0,6,29422,29422,0,0
238419,,,,,65,0,0,0,41,30301,0,3,0,66,0,65,0,0,0,65,0,77,0,66,-1,66,66,0,0,0,65,10,0,65,15,66,65,5,0,65,65,223101,65,2028,65,65,66,0,-1,0,2015,65,65,0,184,1,0,-1,65,1,143439,25,0,0,65,65,65,17,0,76,0,0,0,0,65,0,7512,14,65,1,-1,65,66,3,0,0,0,0,66,65,65,65,0,-1,0,0,15,3,0,1,0,0,161725,0,0,52,1,0,4,65,3,0,65,15171,0,12,1,3,0,65,3,0,0,500,3,0,0,0,1,0,0,0,0,0,1,0,65,65,3,-1,65,0,0,3,7895,7895,0,0
238422,,,,,80,0,0,0,41,2150101,0,3,0,77,1,76,0,0,0,82,0,510,3,41,-1,70,69,0,0,0,80,13,0,15,31,68,80,8,0,81,80,130101,75,2028,80,82,44,0,-1,0,7007,81,85,0,169,3,0,-1,90,96,151358,25,0,0,80,83,78,39846049,2,59,0,2,0,0,83,1,238422,13,39,3,-1,80,70,2,0,0,0,0,75,85,74,73,0,-1,0,0,11,9,0,1,0,0,161407,0,0,54,1,0,4,92,2,0,74,12630,0,15,0,2,0,79,5,0,0,501,3,0,2,0,6,0,0,0,30,0,8,1,85,41,0,-1,72,0,0,3,27501,12590,12590,0
238424,,,,,87,0,0,42,141,2010000,0,0,27,72,0,73,0,0,0,89,0,82,4,33,-1,75,81,0,0,0,79,8,0,36,15,64,87,8,0,87,80,232001,81,2028,88,79,38,0,-1,0,3000,81,84,0,188,1,0,-1,83,1,143801,25,0,0,86,79,89,557842448,0,81,0,0,0,64,74,0,5680,10,40,4,-1,82,75,3,0,0,0,0,71,83,76,88,0,-1,0,1,13,3,0,1,0,0,160432,0,0,34,1,0,4,88,3,0,76,28973,0,12,0,3,0,86,8,0,0,500,4,0,1,0,1,0,0,0,0,0,2,0,84,35,0,-1,82,0,0,0,19789,19789,0,0
238427,,,,,88,0,0,19,118,1140401,0,0,0,64,0,73,0,0,0,77,0,1,1,92,-1,87,73,0,0,0,82,13,0,92,15,65,88,8,0,88,88,232001,87,2028,75,82,85,0,-1,0,1005,82,82,0,192,1,0,10,89,1,143793,14,0,0,87,90,83,352649232,0,83,1,0,0,32768,66,0,1419,11,88,4,-1,87,58,2,0,0,0,0,91,83,80,82,0,-1,0,1,12,9,0,1,0,0,160432,0,0,18,1,0,3,79,2,0,93,28973,0,11,0,2,0,78,7,0,20,500,4,0,1,0,1,0,0,0,0,0,4,0,82,84,0,-1,66,0,0,0,37926,37926,0,114
238428,,,,,89,4,0,0,102,2080401,0,15,287,24,0,46,0,0,0,31,0,148,3,20,-1,31,37,0,0,0,27,89,1,38,15,32,89,91,0,86,71,232001,71,2028,34,30,22,0,-1,0,3505,91,42,0,193,1,0,-1,80,1,139192,0,0,0,34,87,65,512,0,92,0,0,0,0,43,0,190053,86,47,5,-1,33,30,0,0,0,0,0,47,50,86,40,0,-1,0,2,84,1,1,1,0,0,160432,0,0,13,1,0,3,73,2,1,67,29413,0,87,0,0,10,84,2,0,0,500,4,0,4,0,1,0,0,0,0,0,6,0,89,22,0,-1,23,0,0,1,33076,33076,0,0
238430,,,,,90,0,0,0,110,1140401,0,0,0,96,0,77,0,0,0,69,0,25,4,85,-1,82,75,1,0,0,94,14,0,92,15,88,90,14,0,91,83,232001,74,2028,75,76,87,0,-1,0,28,80,90,0,168,1,0,-1,83,1,142623,7,0,0,85,86,96,169873540,0,69,0,0,0,8,86,0,1040,14,85,5,-1,83,96,2,0,0,0,0,85,92,83,76,0,-1,0,2,13,9,0,1,0,0,160432,0,0,54,2,0,2,83,3,0,93,31451,0,12,0,2,0,83,7,0,0,500,4,0,4,0,1,0,0,0,0,0,288,2,91,83,0,-1,75,0,0,0,40533,30412,31451,0
238433,,,,,65,0,0,11,18,30301,0,0,0,66,0,65,0,0,0,65,0,109,4,65,18,66,66,0,0,0,65,5,0,65,15,66,65,8,0,65,66,223101,65,2028,65,65,65,0,-1,0,4501,65,65,0,191,1,0,5,65,1,138749,14,0,0,65,65,66,16,0,91,0,0,0,0,65,0,214100,13,65,1,-1,65,66,2,0,0,0,0,66,65,65,65,0,-1,0,0,7,3,0,1,0,0,161725,0,0,34,1,0,5,65,2,0,65,32048,0,9,1,2,0,65,6,0,31,500,3,0,1,0,1,0,0,0,0,0,297,0,65,65,0,-1,66,0,0,0,14044,14044,0,0
238435,,,,,90,0,0,116,118,1140401,0,3,0,75,0,75,0,0,0,87,0,127,0,92,5,91,93,1,0,0,94,13,0,91,15,82,90,10,0,89,89,232001,89,2028,79,76,89,0,-1,0,4003,81,84,0,174,1,0,10,76,1,138220,14,0,0,87,82,95,102891520,0,71,0,0,0,4,79,0,191189,8,89,5,-1,91,90,2,0,0,0,0,90,92,88,79,0,-1,0,1,13,3,0,1,0,0,160432,0,0,21,1,0,4,72,3,0,91,22120,0,6,0,2,4096,87,2,0,13,500,4,0,0,0,1,0,0,0,0,0,2,0,88,87,0,-1,88,0,0,3,24232,24232,0,0
238437,,,,,65,0,0,38,35,30301,0,0,0,66,0,65,0,0,0,65,0,136,0,66,18,65,66,0,0,0,65,10,0,65,15,65,65,10,0,65,65,223101,65,2028,65,65,66,0,-1,0,4000,65,65,0,175,1,0,27,65,1,132803,23,0,0,65,65,66,1048576,1,64,1,0,0,0,65,0,226764,13,65,1,-1,65,66,3,0,0,0,0,65,65,65,65,0,-1,0,0,12,1,1,1,0,0,161725,0,0,35,1,0,4,65,4,0,65,13058,0,12,0,3,256,65,3,0,31,500,4,0,2,0,1,0,0,0,0,0,1,0,65,65,0,-1,66,0,0,0,4432,4432,0,0
238438,,,,,65,0,0,38,35,30301,0,0,289,66,1,65,0,0,0,65,0,125,0,65,18,66,66,0,0,0,65,5,0,65,15,65,65,12,0,65,65,223101,65,2028,65,65,66,0,-1,0,4000,65,65,0,175,1,0,27,65,1,132803,23,0,0,65,65,66,1048576,0,68,0,0,0,0,65,0,226764,9,65,1,-1,65,66,3,0,0,0,0,65,65,65,66,0,-1,0,0,10,1,1,1,0,0,161725,0,0,35,1,0,4,65,2,0,65,13058,0,6,1,3,0,65,3,0,31,500,4,0,2,0,1,1,0,0,0,0,1,0,65,65,0,-1,66,0,0,0,4432,4432,0,0
238439,,,,,92,0,0,11,112,240000,0,0,287,40,0,65,0,0,0,39,0,32,1,96,-1,78,53,0,0,0,40,15,0,95,15,75,92,7,0,94,94,232001,68,2028,56,62,95,0,-1,0,525,69,85,0,186,1,0,7,84,1,140874,5,0,0,73,82,72,737296,0,83,0,0,0,262144,68,0,1109,11,95,5,-1,86,30,1,0,0,0,0,78,84,74,93,0,-1,0,1,6,8,0,1,0,0,160432,0,0,27,1,0,4,83,5,0,80,28759,0,8,0,1,4608,55,5,0,107,500,2,0,4,0,1,0,0,0,0,0,2,0,85,94,0,-1,64,0,0,0,23227,23227,0,0
238443,,,,,88,0,0,11,113,60000,0,3,0,61,0,69,0,0,0,59,0,14,1,92,-1,80,90,0,0,0,59,13,0,89,15,55,88,8,0,87,84,232001,56,2028,66,70,87,0,-1,0,2022,76,80,0,192,1,0,18,84,1,139924,5,0,0,85,85,76,268976144,1,82,0,0,0,131072,68,0,222481,8,90,4,-1,79,71,1,0,0,0,0,86,76,68,84,0,-1,0,1,9,1,0,1,0,0,160432,0,0,18,1,0,3,76,5,0,87,21064,0,12,0,1,512,67,1,0,131,500,1,0,4,0,1,0,0,0,0,0,5,0,78,91,0,-1,66,0,0,3,4748,4748,0,0
238446,,,,,69,0,0,48,12,10000,0,0,259,33,1,49,0,0,0,23,0,65,0,68,-1,65,30,0,0,0,28,11,0,65,31,35,71,8,0,61,60,232001,65,2027,26,56,68,0,-1,0,1505,60,55,0,184,3,0,-1,72,95,151542,5,0,0,70,73,44,0,0,72,0,2,0,0,52,0,238446,13,67,1,-1,70,28,1,0,0,0,0,85,49,57,73,0,-1,0,0,12,3,0,1,0,0,161712,1,0,45,1,0,3,73,3,0,64,1347,0,15,0,1,0,30,3,0,0,503,3,0,0,0,1,0,0,0,30,0,2,0,52,64,0,-1,32,0,0,0,31569,35540,35540,0
238450,,,,,67,0,0,12,11,2090000,0,19,35,30,1,32,0,0,0,35,0,234,0,65,-1,53,41,0,0,0,36,11,0,62,31,24,67,13,0,58,58,232001,40,2026,39,43,64,0,-1,0,28,45,53,0,196,0,0,-1,92,43,150218,5,0,0,50,84,63,524288,0,89,0,2,0,0,29,0,238450,14,66,1,-1,57,21,1,0,0,0,0,74,47,43,69,0,-1,0,0,13,1,0,1,0,0,161333,1,0,14,1,0,4,69,5,0,78,33204,0,12,0,1,768,42,2,0,0,502,2,0,0,0,1,0,0,0,30,0,5,0,50,68,0,-1,20,0,0,19,30596,30596,0,0
238460,,,,,69,0,0,31,42,1140401,1,0,29,47,1,76,0,0,0,70,0,680,4,30,14,50,66,0,0,0,66,7,0,28,31,50,73,5,0,66,64,220101,58,2027,70,70,27,0,-1,0,1011,70,76,0,180,0,0,18,64,103,152476,25,0,0,69,62,72,0,2,75,1,2,0,0,75,0,238460,10,32,1,-1,63,58,2,0,0,0,0,51,79,56,60,0,-1,0,0,12,9,0,1,0,0,161729,0,0,14,1,0,3,75,2,0,64,31202,0,8,0,2,0,69,8,0,0,503,3,0,1,0,8,0,0,0,30,0,2,0,77,28,0,-1,65,0,0,0,5458,5458,0,0
238461,,,,,64,0,0,17,14,2080101,0,21,0,62,1,52,0,0,0,60,0,1075,0,65,-1,62,45,0,0,0,61,8,0,63,31,60,65,9,0,60,57,232001,64,2027,52,64,64,0,-1,0,2517,62,50,0,191,0,0,14,70,125,151526,10,0,0,65,67,64,524288,0,87,0,2,0,0,48,0,238461,11,62,1,-1,64,62,1,0,0,0,0,64,41,63,65,0,-1,0,1,15,9,0,1,0,0,161712,1,0,45,1,0,3,63,3,0,66,22324,0,11,0,1,0,55,4,0,18,502,3,0,0,0,4,0,0,0,30,0,4,0,46,58,0,-1,32,0,0,0,29317,22346,22346,0
238463,,,,,77,0,0,20,119,2310101,0,0,27,76,1,78,0,0,0,71,0,280,2,75,-1,77,62,0,0,0,75,7,0,80,31,75,78,10,0,79,75,232001,78,2026,66,79,68,0,-1,1,4500,79,58,0,178,3,0,10,65,100,151685,14,0,0,79,69,75,524288,0,75,1,2,0,0,78,0,238463,8,73,2,-1,79,62,2,0,0,0,0,71,69,77,51,0,-1,0,0,11,9,0,1,0,16,159325,0,0,126,1,0,2,65,4,0,76,1817,0,7,0,2,2048,70,10,0,15,501,4,0,3,0,10,0,0,0,30,0,2,0,63,74,0,-1,63,0,0,0,14435,14435,0,0
238464,,,,,67,0,0,0,27,1360101,0,5,243,61,1,68,0,0,0,70,0,16,0,33,25,56,62,0,0,0,60,10,0,30,31,55,67,14,0,65,60,232001,61,2026,66,67,33,0,-1,0,54,67,76,0,183,0,0,12,71,106,151950,16,0,0,67,67,70,4194304,2,78,0,2,0,0,69,0,238464,13,35,1,-1,65,51,2,0,0,0,0,47,78,60,69,0,-1,0,1,12,3,0,1,0,0,161024,1,0,44,1,0,3,81,5,0,71,17069,0,6,0,1,512,65,2,0,0,502,3,0,0,0,1,0,0,0,30,0,2,0,77,29,0,27,60,0,0,6,25434,25434,0,0
238470,,,,,84,0,0,11,113,2150101,0,5,0,64,1,82,0,0,0,57,0,520,1,85,-1,79,81,0,0,0,63,11,0,83,31,66,84,8,0,84,79,130101,74,2026,58,70,86,0,-1,1,7006,76,79,0,170,3,0,-1,81,127,149418,5,0,0,81,82,68,295936,0,58,0,2,0,0,83,1,238470,12,85,3,-1,83,42,1,0,0,0,0,82,74,74,81,0,-1,0,0,15,9,0,1,0,16,161720,0,0,21,1,0,3,88,5,0,83,32822,0,13,0,1,512,62,4,0,48,503,3,0,3,0,1,0,0,0,30,0,7,0,77,86,0,-1,58,0,0,0,9689,9689,0,0
238473,,,,,71,0,0,11,48,2290101,0,0,29,27,1,56,0,0,0,23,0,284,3,74,-1,60,31,0,0,0,26,5,0,70,31,22,75,5,0,65,67,232001,48,2026,35,49,74,0,-1,0,2020,56,54,0,189,3,0,10,73,127,151980,5,0,0,62,68,42,0,2,82,0,2,0,0,55,0,238473,8,72,1,-1,67,24,1,0,0,0,0,67,63,49,70,0,-1,0,0,5,9,0,1,0,0,159968,0,0,51,1,0,3,74,5,0,59,10939,0,13,0,1,512,33,2,0,15,503,3,0,0,0,1,0,0,0,30,0,5,0,58,72,0,-1,28,0,0,0,22775,22775,0,0
